region,date,consumption_liters,day_of_week,is_weekend,month,day,lag_1,lag_7,rolling_mean_7,rolling_std_7
North,2023-02-21,13913.87,1,0,2,21,12254.37,18230.18,15148.231428571427,3043.8327822688093
North,2023-02-22,6072.49,2,0,2,22,13913.87,17375.54,14531.615714285716,2737.1896963909107
North,2023-02-23,6363.29,3,0,2,23,6072.49,13127.26,12916.894285714285,3876.6581413242034
North,2023-02-24,14196.02,4,0,2,24,6363.29,11874.0,11950.612857142858,4592.39311023753
North,2023-02-25,11926.29,5,1,2,25,14196.02,13960.95,12282.33,4669.157253384525
North,2023-02-26,14541.41,6,1,2,26,11926.29,19215.32,11991.664285714285,4610.201915606505
North,2023-02-27,6931.68,0,0,2,27,14541.41,12254.37,11323.962857142858,3622.2229629732165
North,2023-02-28,14914.14,1,0,2,28,6931.68,13913.87,10563.578571428572,3939.1665060197197
North,2023-03-01,10132.24,2,0,3,1,14914.14,6072.49,10706.474285714285,4095.977587100368
North,2023-03-02,10437.96,3,0,3,2,10132.24,6363.29,11286.438571428573,3586.16831288135
North,2023-03-03,19144.5,4,0,3,3,10437.96,14196.02,11868.534285714284,2923.3056373328277
North,2023-03-04,5063.96,5,1,3,4,19144.5,11926.29,12575.460000000001,3985.3601815937936
North,2023-03-05,16825.07,6,1,3,5,5063.96,14541.41,11595.127142857144,4908.706850209172
North,2023-03-06,16023.89,0,0,3,6,16825.07,6931.68,11921.364285714284,5204.150948181834
North,2023-03-07,10931.05,1,0,3,7,16023.89,14914.14,13220.25142857143,4875.502296257715
North,2023-03-08,19650.02,2,0,3,8,10931.05,10132.24,12651.238571428572,4877.292471441601
North,2023-03-09,10092.66,3,0,3,9,19650.02,10437.96,14010.921428571428,5360.726264383175
North,2023-03-10,12158.73,4,0,3,10,10092.66,19144.5,13961.592857142858,5400.524705784655
North,2023-03-11,11020.5,5,1,3,11,12158.73,5063.96,12963.625714285712,4905.952535600184
North,2023-03-12,9275.7,6,1,3,12,11020.5,16825.07,13814.56,3667.710837457059
North,2023-03-13,15864.93,0,0,3,13,9275.7,16023.89,12736.078571428572,3744.0806842331262
North,2023-03-14,15491.4,1,0,3,14,15864.93,10931.05,12713.37,3721.2282591011954
North,2023-03-15,8340.21,2,0,3,15,15491.4,19650.02,13364.848571428573,3756.218274037633
North,2023-03-16,11018.0,3,0,3,16,8340.21,10092.66,11749.16142857143,2947.47215466309
North,2023-03-17,9124.82,4,0,3,17,11018.0,12158.73,11881.352857142858,2880.793601606532
North,2023-03-18,11647.83,5,1,3,18,9124.82,11020.5,11447.937142857143,3055.0619659221
North,2023-03-19,17313.54,6,1,3,19,11647.83,9275.7,11537.555714285714,3049.6299206781196
North,2023-03-20,19034.59,0,0,3,20,17313.54,15864.93,12685.818571428574,3531.239300667817
North,2023-03-21,5614.43,1,0,3,21,19034.59,15491.4,13138.627142857144,4154.973043473381
North,2023-03-22,8875.37,2,0,3,22,5614.43,8340.21,11727.631428571429,4842.940672413227
North,2023-03-23,12404.33,3,0,3,23,8875.37,11018.0,11804.082857142857,4784.424446659229
North,2023-03-24,13551.52,4,0,3,24,12404.33,9124.82,12002.130000000001,4775.145990672256
North,2023-03-25,17174.11,5,1,3,25,13551.52,11647.83,12634.515714285715,4621.226931021157
North,2023-03-26,6996.88,6,1,3,26,17174.11,17313.54,13423.984285714285,4888.864443664657
North,2023-03-27,8590.47,0,0,3,27,6996.88,19034.59,11950.175714285715,5072.478309458658
North,2023-03-28,16272.95,1,0,3,28,8590.47,5614.43,10458.158571428572,4080.361663555609
North,2023-03-29,7582.23,2,0,3,29,16272.95,8875.37,11980.804285714286,3958.472999317864
North,2023-03-30,15444.44,3,0,3,30,7582.23,12404.33,11796.069999999998,4152.948696765548
North,2023-03-31,8098.18,4,0,3,31,15444.44,13551.52,12230.371428571429,4379.9200255462365
North,2023-04-01,19892.73,5,1,4,1,8098.18,17174.11,11451.322857142859,4585.908712188219
North,2023-04-02,11647.7,6,1,4,2,19892.73,6996.88,11839.697142857143,5222.301090316778
North,2023-04-03,16379.32,0,0,4,3,11647.7,8590.47,12504.1,4780.664859535751
North,2023-04-04,13395.02,1,0,4,4,16379.32,16272.95,13616.792857142858,4621.737975883507
North,2023-04-05,8002.24,2,0,4,5,13395.02,7582.23,13205.66,4471.6434778017165
North,2023-04-06,18649.49,3,0,4,6,8002.24,15444.44,13265.66142857143,4385.601172908254
North,2023-04-07,19286.31,4,0,4,7,18649.49,8098.18,13723.525714285715,4798.8200282495
North,2023-04-08,19351.14,5,1,4,8,19286.31,19892.73,15321.83,4464.490647640177
North,2023-04-09,18705.8,6,1,4,9,19351.14,11647.7,15244.460000000001,4375.887908089809
North,2023-04-10,11677.56,0,0,4,10,18705.8,16379.32,16252.76,4219.3577665524635
North,2023-04-11,8317.55,1,0,4,11,11677.56,13395.02,15581.08,4556.611299759937
North,2023-04-12,15278.88,2,0,4,12,8317.55,8002.24,14855.727142857144,5305.237845568951
North,2023-04-13,9385.36,3,0,4,13,15278.88,18649.49,15895.247142857144,4368.787991704001
North,2023-04-14,12210.41,4,0,4,14,9385.36,19286.31,14571.800000000001,4779.296350157969
North,2023-04-15,19459.06,5,1,4,15,12210.41,19351.14,13560.957142857142,4344.478810991844
North,2023-04-16,16338.03,6,1,4,16,19459.06,18705.8,13576.374285714284,4368.575527010515
North,2023-04-17,5186.6,0,0,4,17,16338.03,11677.56,13238.121428571429,3979.563250104328
North,2023-04-18,6926.85,1,0,4,18,5186.6,8317.55,12310.841428571428,5023.183750091264
North,2023-04-19,11926.77,2,0,4,19,6926.85,15278.88,12112.17,5230.661921732913
North,2023-04-20,16881.01,3,0,4,20,11926.77,9385.36,11633.297142857144,5042.486676226701
North,2023-04-21,10331.66,4,0,4,21,16881.01,12210.41,12704.104285714286,5276.029197416861
North,2023-04-22,6481.76,5,1,4,22,10331.66,19459.06,12435.71142857143,5352.560435789672
North,2023-04-23,16661.91,6,1,4,23,6481.76,16338.03,10581.81142857143,4725.161642749832
North,2023-04-24,5970.25,0,0,4,24,16661.91,5186.6,10628.08,4792.032905980509
North,2023-04-25,10247.8,1,0,4,25,5970.25,6926.85,10740.029999999999,4650.796031021642
North,2023-04-26,13776.44,2,0,4,26,10247.8,11926.77,11214.451428571429,4357.098444880599
North,2023-04-27,16361.19,3,0,4,27,13776.44,16881.01,11478.69,4462.313949152389
North,2023-04-28,17545.58,4,0,4,28,16361.19,10331.66,11404.430000000002,4360.592806014643
North,2023-04-29,13612.48,5,1,4,29,17545.58,6481.76,12434.99,4885.644416273727
North,2023-04-30,17544.37,6,1,4,30,13612.48,16661.91,13453.664285714287,4121.05937711351
North,2023-05-01,14228.74,0,0,5,1,17544.37,5970.25,13579.73,4247.127795455805
North,2023-05-02,19530.83,1,0,5,2,14228.74,10247.8,14759.514285714287,2614.139707104774
North,2023-05-03,8604.29,2,0,5,3,19530.83,13776.44,16085.66142857143,2276.751435250275
North,2023-05-04,11378.46,3,0,5,4,8604.29,16361.19,15346.782857142856,3603.664954606221
North,2023-05-05,18981.15,4,0,5,5,11378.46,17545.58,14634.964285714286,3853.3572229717424
North,2023-05-06,18691.8,5,1,5,6,18981.15,13612.48,14840.045714285714,4066.394984245279
North,2023-05-07,8224.96,6,1,5,7,18691.8,17544.37,15565.662857142857,4259.4377726788925
North,2023-05-08,11013.95,0,0,5,8,8224.96,14228.74,14234.31857142857,4939.975608338657
South,2023-01-08,5427.26,6,1,1,8,5838.27,7670.67,10731.557142857144,4767.542529048953
South,2023-01-09,6238.77,0,0,1,9,5427.26,10056.76,10411.070000000002,5073.202877456542
South,2023-01-10,17353.42,1,0,1,10,6238.77,12415.6,9865.642857142857,5317.023618400038
South,2023-01-11,9342.75,2,0,1,11,17353.42,19892.74,10571.045714285716,5995.912687355883
South,2023-01-12,11649.28,3,0,1,12,9342.75,7036.06,9063.904285714287,4366.925171707805
South,2023-01-13,9406.47,4,0,1,13,11649.28,12210.8,9722.935714285715,4357.980627572276
South,2023-01-14,5088.0,5,1,1,14,9406.47,5838.27,9322.317142857142,4217.803260536281
South,2023-01-15,5530.08,6,1,1,15,5088.0,5427.26,9215.135714285714,4329.157505215295
South,2023-01-16,9759.5,0,0,1,16,5530.08,6238.77,9229.824285714287,4314.312443124078
South,2023-01-17,9445.97,1,0,1,17,9759.5,17353.42,9732.785714285714,4107.779415798993
South,2023-01-18,18555.45,2,0,1,18,9445.97,9342.75,8603.15,2391.6092483792895
South,2023-01-19,17472.8,3,0,1,19,18555.45,11649.28,9919.25,4485.071560960131
South,2023-01-20,14478.65,4,0,1,20,17472.8,9406.47,10751.18142857143,5321.552811136454
South,2023-01-21,13044.78,5,1,1,21,14478.65,5088.0,11475.778571428571,5451.66689981278
South,2023-01-22,15075.74,6,1,1,22,13044.78,5530.08,12612.461428571429,4671.504877094135
South,2023-01-23,10772.79,0,0,1,23,15075.74,9759.5,13976.127142857144,3507.807298459225
South,2023-01-24,7468.96,1,0,1,24,10772.79,9445.97,14120.882857142857,3320.718223766831
South,2023-01-25,10360.93,2,0,1,25,7468.96,18555.45,13838.452857142856,3829.6631198915056
South,2023-01-26,18839.53,3,0,1,26,10360.93,17472.8,12667.807142857142,3372.638460926966
South,2023-01-27,6999.76,4,0,1,27,18839.53,14478.65,12863.054285714286,3718.9491721311874
South,2023-01-28,19833.09,5,1,1,28,6999.76,13044.78,11794.641428571429,4218.234737523225
South,2023-01-29,17349.89,6,1,1,29,19833.09,15075.74,12764.4,5215.8702211743475
South,2023-01-30,11255.85,0,0,1,30,17349.89,10772.79,13089.278571428571,5449.425295785568
South,2023-01-31,14825.32,1,0,1,31,11255.85,7468.96,13158.287142857143,5418.170387233174
South,2023-02-01,6050.08,2,0,2,1,14825.32,10360.93,14209.195714285714,4810.043580890083
South,2023-02-02,14428.32,3,0,2,2,6050.08,18839.53,13593.36,5596.522139430284
South,2023-02-03,8133.95,4,0,2,3,14428.32,6999.76,12963.187142857143,5136.817985003669
South,2023-02-04,14862.42,5,1,2,4,8133.95,19833.09,13125.214285714286,4931.137336608589
South,2023-02-05,6179.61,6,1,2,5,14862.42,17349.89,12415.118571428571,4090.4223136958567
South,2023-02-06,11312.55,0,0,2,6,6179.61,11255.85,10819.364285714286,4022.7251156351626
South,2023-02-07,13232.45,1,0,2,7,11312.55,14825.32,10827.464285714286,4023.807426550373
South,2023-02-08,13153.7,2,0,2,8,13232.45,6050.08,10599.91142857143,3798.7893047190246
South,2023-02-09,8791.73,3,0,2,9,13153.7,14428.32,11614.714285714286,3296.3843135818665
South,2023-02-10,19975.27,4,0,2,10,8791.73,8133.95,10809.48714285714,3180.9596339716686
South,2023-02-11,16161.44,5,1,2,11,19975.27,14862.42,12501.104285714286,4425.929688272125
South,2023-02-12,18787.23,6,1,2,12,16161.44,6179.61,12686.67857142857,4566.441038768336
South,2023-02-13,19151.37,0,0,2,13,18787.23,11312.55,14487.767142857143,4026.612484619109
South,2023-02-14,19956.94,1,0,2,14,19151.37,13232.45,15607.598571428573,4085.965396200463
South,2023-02-15,13896.2,2,0,2,15,19956.94,13153.7,16568.239999999998,4222.682712833945
South,2023-02-16,9373.05,3,0,2,16,13896.2,8791.73,16674.31142857143,4130.945252479259
South,2023-02-17,16539.95,4,0,2,17,9373.05,19975.27,16757.35714285714,3947.8539404243134
South,2023-02-18,5207.61,5,1,2,18,16539.95,16161.44,16266.597142857141,3686.002565470772
South,2023-02-19,16086.75,6,1,2,19,5207.61,18787.23,14701.764285714284,5577.767100754735
South,2023-02-20,19425.37,0,0,2,20,16086.75,19151.37,14315.981428571427,5336.2638524484155
South,2023-02-21,6323.81,1,0,2,21,19425.37,19956.94,14355.124285714284,5378.482053702069
South,2023-02-22,16875.07,2,0,2,22,6323.81,13896.2,12407.534285714286,5479.329907546046
South,2023-02-23,12833.57,3,0,2,23,16875.07,9373.05,12833.087142857143,5724.412932408336
South,2023-02-24,5793.8,4,0,2,24,12833.57,16539.95,13327.447142857143,5521.636548771007
South,2023-02-25,15023.01,5,1,2,25,5793.8,5207.61,11792.282857142858,5956.360466444573
South,2023-02-26,16942.36,6,1,2,26,15023.01,16086.75,13194.482857142857,5262.855805760195
South,2023-02-27,15728.02,0,0,2,27,16942.36,19425.37,13316.712857142858,5350.431447328068
South,2023-02-28,5630.89,1,0,2,28,15728.02,6323.81,12788.52,4801.189023273297
South,2023-03-01,9292.04,2,0,3,1,5630.89,16875.07,12689.531428571428,4961.167485163911
South,2023-03-02,5077.74,3,0,3,2,9292.04,12833.57,11606.24142857143,4716.790773408788
South,2023-03-03,8918.98,4,0,3,3,5077.74,5793.8,10498.265714285715,5260.07628900905
South,2023-03-04,14771.42,5,1,3,4,8918.98,15023.01,10944.72,4915.575773379281
South,2023-03-05,9585.33,6,1,3,5,14771.42,16942.36,10908.778571428571,4881.588746929385
South,2023-03-06,5027.73,0,0,3,6,9585.33,15728.02,9857.774285714286,4094.602002856348
South,2023-03-07,16405.44,1,0,3,7,5027.73,5630.89,8329.161428571428,3490.6431011463956
South,2023-03-08,11963.37,2,0,3,8,16405.44,9292.04,9868.382857142857,4367.850809710705
South,2023-03-09,6234.48,3,0,3,9,11963.37,5077.74,10250.001428571428,4425.420791229643
South,2023-03-10,16335.32,4,0,3,10,6234.48,8918.98,10415.25,4216.773440716649
South,2023-03-11,8304.32,5,1,3,11,16335.32,14771.42,11474.727142857142,4683.980352939561
South,2023-03-12,9309.93,6,1,3,12,8304.32,9585.33,10550.855714285715,4561.552375046814
South,2023-03-13,15290.1,0,0,3,13,9309.93,5027.73,10511.512857142856,4572.442493211238
South,2023-03-14,9691.11,1,0,3,14,15290.1,16405.44,11977.565714285714,4146.509092404749
South,2023-03-15,11928.48,2,0,3,15,9691.11,11963.37,11018.375714285716,3704.5628795439875
South,2023-03-16,19247.75,3,0,3,16,11928.48,6234.48,11013.391428571427,3703.1027188941107
South,2023-03-17,11345.48,4,0,3,17,19247.75,16335.32,12872.430000000002,4144.319691867416
South,2023-03-18,14733.43,5,1,3,18,11345.48,8304.32,12159.595714285713,3869.439114578312
South,2023-03-19,6500.04,6,1,3,19,14733.43,9309.93,13078.039999999999,3551.8081574507037
South,2023-03-20,15379.94,0,0,3,20,6500.04,15290.1,12676.627142857144,4156.030802314933
South,2023-03-21,12630.11,1,0,3,21,15379.94,9691.11,12689.46142857143,4165.57437366257
South,2023-03-22,19259.99,2,0,3,22,12630.11,11928.48,13109.318571428574,3955.8292500874763
South,2023-03-23,13549.94,3,0,3,23,19259.99,19247.75,14156.677142857141,4521.230838786106
South,2023-03-24,13425.44,4,0,3,24,13549.94,11345.48,13342.704285714284,3925.5660785881487
South,2023-03-25,17328.41,5,1,3,25,13425.44,14733.43,13639.841428571428,3826.6678543149847
South,2023-03-26,13429.68,6,1,3,26,17328.41,6500.04,14010.552857142859,4068.3316523923136
South,2023-03-27,14148.97,0,0,3,27,13429.68,15379.94,15000.501428571428,2462.3009998605617
South,2023-03-28,12904.91,1,0,3,28,14148.97,12630.11,14824.648571428572,2474.6117485471646
South,2023-03-29,10178.34,2,0,3,29,12904.91,19259.99,14863.905714285715,2435.8718019965545
South,2023-03-30,14022.44,3,0,3,30,10178.34,13549.94,13566.527142857143,2099.502303211525
South,2023-03-31,18954.96,4,0,3,31,14022.44,13425.44,13634.027142857143,2106.464145479457
South,2023-04-01,8994.55,5,1,4,1,18954.96,17328.41,14423.95857142857,2901.8391702012564
South,2023-04-02,14734.31,6,1,4,2,8994.55,13429.68,13233.407142857142,3205.3282157563567
South,2023-04-03,17354.33,0,0,4,3,14734.31,14148.97,13419.782857142856,3256.1687309971867
South,2023-04-04,10848.45,1,0,4,4,17354.33,12904.91,13877.691428571428,3584.619792481156
South,2023-04-05,14864.68,2,0,4,5,10848.45,10178.34,13583.91142857143,3757.7219926857692
South,2023-04-06,11810.61,3,0,4,6,14864.68,14022.44,14253.388571428572,3455.138716720499
South,2023-04-07,7301.61,4,0,4,7,11810.61,18954.96,13937.412857142857,3578.706625140406
South,2023-04-08,14211.13,5,1,4,8,7301.61,8994.55,12272.64857142857,3566.063796215791
South,2023-04-09,8219.75,6,1,4,9,14211.13,14734.31,13017.874285714288,3302.1487055242173
South,2023-04-10,6949.37,0,0,4,10,8219.75,17354.33,12087.222857142859,3638.639328323685
South,2023-04-11,9366.02,1,0,4,11,6949.37,10848.45,10600.800000000001,3230.7667027451375
South,2023-04-12,15956.7,2,0,4,12,9366.02,14864.68,10389.024285714286,3260.2793688877737
South,2023-04-13,19234.91,3,0,4,13,15956.7,11810.61,10545.027142857143,3525.471361528436
South,2023-04-14,10734.16,4,0,4,14,19234.91,7301.61,11605.641428571429,4841.000850149444
South,2023-04-15,6735.93,5,1,4,15,10734.16,14211.13,12096.005714285715,4493.761023170005
South,2023-04-16,16180.79,6,1,4,16,6735.93,8219.75,11028.119999999999,4786.044477220553
South,2023-04-17,18483.49,0,0,4,17,16180.79,6949.37,12165.41142857143,4950.528152717408
South,2023-04-18,13408.05,1,0,4,18,18483.49,9366.02,13813.142857142857,4843.419428639629
South,2023-04-19,6225.67,2,0,4,19,13408.05,15956.7,14390.575714285715,4449.821497453046
South,2023-04-20,19342.14,3,0,4,20,6225.67,19234.91,13000.42857142857,5314.929360591821
South,2023-04-21,7237.39,4,0,4,21,19342.14,10734.16,13015.747142857143,5336.005797069299
South,2023-04-22,5602.27,5,1,4,22,7237.39,6735.93,12516.208571428573,5734.032134075838
South,2023-04-23,19091.93,6,1,4,23,5602.27,16180.79,12354.257142857143,5936.919451440325
South,2023-04-24,5113.49,0,0,4,24,19091.93,18483.49,12770.134285714286,6338.050182229698
South,2023-04-25,18118.94,1,0,4,25,5113.49,13408.05,10860.134285714286,6343.8992855967745
South,2023-04-26,19184.22,2,0,4,26,18118.94,6225.67,11533.11857142857,6885.956479721194
South,2023-04-27,17684.13,3,0,4,27,19184.22,19342.14,13384.34,6962.753013145495
South,2023-04-28,16554.94,4,0,4,28,17684.13,7237.39,13147.481428571427,6751.292178248618
South,2023-04-29,12979.33,5,1,4,29,16554.94,5602.27,14478.56,6294.95669213591
South,2023-04-30,10868.61,6,1,4,30,12979.33,19091.93,15532.425714285713,5057.067898129829
South,2023-05-01,9310.34,0,0,5,1,10868.61,5113.49,14357.665714285715,5047.512476645823
South,2023-05-02,12148.61,1,0,5,2,9310.34,18118.94,14957.215714285714,3880.9102030187773
South,2023-05-03,5932.16,2,0,5,3,12148.61,19184.22,14104.31142857143,3723.090776462611
South,2023-05-04,6429.42,3,0,5,4,5932.16,17684.13,12211.16,4063.226573705519
South,2023-05-05,7272.26,4,0,5,5,6429.42,16554.94,10603.344285714285,3751.410364662239
South,2023-05-06,5267.28,5,1,5,6,7272.26,12979.33,9277.247142857143,2822.6280275286936
South,2023-05-07,17397.79,6,1,5,7,5267.28,10868.61,8175.5257142857145,2635.692892870607
South,2023-05-08,17394.83,0,0,5,8,17397.79,9310.34,9108.265714285715,4347.196230245646
West,2023-01-08,10592.89,6,1,1,8,5093.36,14250.36,11725.557142857142,5663.9116936698865
West,2023-01-09,17408.0,0,0,1,9,10592.89,10106.33,11203.061428571427,5559.926064123001
West,2023-01-10,15824.2,1,0,1,10,17408.0,8483.0,12246.157142857144,5988.304840767306
West,2023-01-11,12395.2,2,0,1,11,15824.2,6499.03,13294.9,5860.898354612542
West,2023-01-12,10709.46,3,0,1,12,12395.2,19496.84,14137.210000000001,5095.0954393907095
West,2023-01-13,14101.14,4,0,1,13,10709.46,18149.98,12881.869999999999,4614.337654445472
West,2023-01-14,5846.47,5,1,1,14,14101.14,5093.36,12303.464285714286,4064.981264900891
West,2023-01-15,19355.84,6,1,1,15,5846.47,10592.89,12411.051428571429,3846.4395342898124
West,2023-01-16,19366.14,0,0,1,16,19355.84,17408.0,13662.901428571431,4522.629414210383
West,2023-01-17,16095.47,1,0,1,17,19366.14,15824.2,13942.635714285714,4842.149469474128
West,2023-01-18,10251.54,2,0,1,18,16095.47,12395.2,13981.388571428572,4860.767561494888
West,2023-01-19,5504.23,3,0,1,19,10251.54,10709.46,13675.151428571427,5041.522183978527
West,2023-01-20,8542.87,4,0,1,20,5504.23,14101.14,12931.547142857144,5867.987667499295
West,2023-01-21,16088.06,5,1,1,21,8542.87,5846.47,12137.508571428572,6056.384158306089
West,2023-01-22,17903.8,6,1,1,22,16088.06,19355.84,13600.592857142858,5494.301825994256
West,2023-01-23,15099.69,0,0,1,23,17903.8,19366.14,13393.15857142857,5263.3581563086655
West,2023-01-24,6863.91,1,0,1,24,15099.69,16095.47,12783.665714285713,4669.992970368932
West,2023-01-25,14013.41,2,0,1,25,6863.91,10251.54,11464.871428571427,4877.737480524582
West,2023-01-26,13248.68,3,0,1,26,14013.41,5504.23,12002.281428571428,4928.744713604161
West,2023-01-27,18296.46,4,0,1,27,13248.68,8542.87,13108.631428571429,4010.733754237616
West,2023-01-28,11270.73,5,1,1,28,18296.46,16088.06,14502.001428571428,3851.2539007853393
West,2023-01-29,15279.16,6,1,1,29,11270.73,17903.8,13813.811428571427,3949.751776383881
West,2023-01-30,12322.25,0,0,1,30,15279.16,15099.69,13438.862857142858,3606.437981192867
West,2023-01-31,12437.54,1,0,1,31,12322.25,6863.91,13042.085714285715,3545.5329227957504
West,2023-02-01,13707.12,2,0,2,1,12437.54,14013.41,13838.318571428574,2351.685043548056
West,2023-02-02,14488.23,3,0,2,2,13707.12,13248.68,13794.562857142857,2350.733551587067
West,2023-02-03,19733.71,4,0,2,3,14488.23,18296.46,13971.641428571429,2349.445950697232
West,2023-02-04,7743.17,5,1,2,4,19733.71,11270.73,14176.962857142857,2808.370167147453
West,2023-02-05,14833.73,6,1,2,5,7743.17,15279.16,13673.025714285715,3616.8930169269925
West,2023-02-06,13486.7,0,0,2,6,14833.73,12322.25,13609.392857142857,3587.727081940665
West,2023-02-07,16281.4,1,0,2,7,13486.7,12437.54,13775.742857142857,3544.8395410780554
West,2023-02-08,11161.62,2,0,2,8,16281.4,13707.12,14324.865714285714,3600.280166805806
West,2023-02-09,16415.67,3,0,2,9,11161.62,14488.23,13961.222857142857,3796.2912705591775
West,2023-02-10,13050.02,4,0,2,10,16415.67,19733.71,14236.57142857143,3909.109465157116
West,2023-02-11,14067.37,5,1,2,11,13050.02,7743.17,13281.758571428572,3068.5099407118796
West,2023-02-12,11606.26,6,1,2,12,14067.37,14833.73,14185.215714285714,1858.4087201945765
West,2023-02-13,14998.68,0,0,2,13,11606.26,13486.7,13724.148571428572,2060.11566235514
West,2023-02-14,14755.03,1,0,2,14,14998.68,16281.4,13940.145714285714,2109.7363354999075
West,2023-02-15,9860.71,2,0,2,15,14755.03,11161.62,13722.092857142856,1895.4181535632574
West,2023-02-16,12561.42,3,0,2,16,9860.71,16415.67,13536.248571428572,2223.666247764629
West,2023-02-17,8593.03,4,0,2,17,12561.42,13050.02,12985.641428571429,1835.0837804982166
West,2023-02-18,14723.03,5,1,2,18,8593.03,14067.37,12348.92857142857,2471.782845555199
West,2023-02-19,12537.14,6,1,2,19,14723.03,11606.26,12442.594285714285,2558.6508945461683
West,2023-02-20,5634.61,0,0,2,20,12537.14,14998.68,12575.577142857142,2531.9906257574917
West,2023-02-21,14275.91,1,0,2,21,5634.61,14755.03,11237.852857142858,3372.5586909482354
West,2023-02-22,14688.62,2,0,2,22,14275.91,9860.71,11169.407142857144,3293.209558615598
West,2023-02-23,13916.43,3,0,2,23,14688.62,12561.42,11859.108571428571,3474.0401475296194
West,2023-02-24,12005.5,4,0,2,24,13916.43,8593.03,12052.68142857143,3556.4675039633944
West,2023-02-25,18470.64,5,1,2,25,12005.5,14723.03,12540.177142857143,3221.2896025335062
West,2023-02-26,6710.26,6,1,2,26,18470.64,12537.14,13075.550000000001,3887.1457963223684
West,2023-02-27,19731.41,0,0,2,27,6710.26,5634.61,12243.138571428572,4583.231840129948
West,2023-02-28,5568.24,1,0,2,28,19731.41,14275.91,14256.967142857142,4282.699793065561
West,2023-03-01,6263.26,2,0,3,1,5568.24,14688.62,13013.014285714284,5396.152868182594
West,2023-03-02,16494.5,3,0,3,2,6263.26,13916.43,11809.391428571427,5878.227726008434
West,2023-03-03,8984.09,4,0,3,3,16494.5,12005.5,12177.687142857143,6108.498258510336
West,2023-03-04,15099.64,5,1,3,4,8984.09,18470.64,11746.057142857142,6228.266063490208
West,2023-03-05,16448.19,6,1,3,5,15099.64,6710.26,11264.485714285713,5732.23218646354
West,2023-03-06,12039.91,0,0,3,6,16448.19,19731.41,12655.618571428571,5623.373526610246
West,2023-03-07,7876.61,1,0,3,7,12039.91,5568.24,11556.832857142857,4683.213663385839
West,2023-03-08,6113.36,2,0,3,8,7876.61,6263.26,11886.6,4252.734661203306
West,2023-03-09,10084.18,3,0,3,9,6113.36,16494.5,11865.185714285715,4286.0169919590735
West,2023-03-10,11414.21,4,0,3,10,10084.18,8984.09,10949.425714285713,3787.936243025821
West,2023-03-11,17953.26,5,1,3,11,11414.21,15099.64,11296.585714285715,3687.831462855722
West,2023-03-12,17948.43,6,1,3,12,17953.26,16448.19,11704.245714285715,4287.2949767767595
West,2023-03-13,18959.58,0,0,3,13,17948.43,12039.91,11918.565714285713,4590.727754190531
West,2023-03-14,19648.69,1,0,3,14,18959.58,7876.61,12907.09,5309.88988853818
West,2023-03-15,11446.4,2,0,3,15,19648.69,6113.36,14588.815714285713,5315.317733578608
West,2023-03-16,8132.02,3,0,3,16,11446.4,10084.18,15350.67857142857,4153.191494065853
West,2023-03-17,14991.26,4,0,3,17,8132.02,11414.21,15071.798571428571,4606.5642204989335
West,2023-03-18,6237.54,5,1,3,18,14991.26,17953.26,15582.805714285714,4322.870144336425
West,2023-03-19,18799.96,6,1,3,19,6237.54,17948.43,13909.131428571429,5388.720877228746
West,2023-03-20,18316.99,0,0,3,20,18799.96,18959.58,14030.778571428571,5503.4922417571315
West,2023-03-21,17333.58,1,0,3,21,18316.99,19648.69,13938.979999999998,5412.179123276808
West,2023-03-22,11755.49,2,0,3,22,17333.58,11446.4,13608.25,5064.697123557011
West,2023-03-23,18024.88,3,0,3,23,11755.49,8132.02,13652.405714285715,5044.013247166906
West,2023-03-24,17996.65,4,0,3,24,18024.88,14991.26,15065.67142857143,4606.427591168772
West,2023-03-25,5319.75,5,1,3,25,17996.65,6237.54,15495.012857142856,4736.556604495555
West,2023-03-26,18141.49,6,1,3,26,5319.75,18799.96,15363.900000000003,5038.595162139277
West,2023-03-27,13153.59,0,0,3,27,18141.49,18316.99,15269.832857142857,4969.426605765545
West,2023-03-28,16527.35,1,0,3,28,13153.59,17333.58,14532.204285714284,4822.790522646465
West,2023-03-29,12958.54,2,0,3,29,16527.35,11755.49,14417.028571428573,4753.873735605622
West,2023-03-30,11813.66,3,0,3,30,12958.54,18024.88,14588.892857142857,4662.483833418672
West,2023-03-31,6302.23,4,0,3,31,11813.66,17996.65,13701.575714285715,4487.336269302227
West,2023-04-01,10037.06,5,1,4,1,6302.23,5319.75,12030.944285714288,4788.575102114954
West,2023-04-02,14116.07,6,1,4,2,10037.06,18141.49,12704.845714285717,3944.1761477688306
West,2023-04-03,6953.72,0,0,4,3,14116.07,13153.59,12129.785714285714,3252.1466699646103
West,2023-04-04,19901.65,1,0,4,4,6953.72,16527.35,11244.09,3735.2159811002457
West,2023-04-05,16273.73,2,0,4,5,19901.65,12958.54,11726.132857142857,4639.054901341128
West,2023-04-06,14763.76,3,0,4,6,16273.73,11813.66,12199.731428571427,4944.975992963055
West,2023-04-07,15179.27,4,0,4,7,14763.76,6302.23,12621.174285714285,5031.5441337653565
West,2023-04-08,19906.71,5,1,4,8,15179.27,10037.06,13889.322857142857,4228.002077876003
West,2023-04-09,14925.14,6,1,4,9,19906.71,14116.07,15299.272857142858,4372.438589470463
